Time, Pos.x, Pos.y, Pos.z, Rot.x, Rot.y, Rot.z
32.54535,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
32.59541,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
32.65078,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
32.70596,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
32.76091,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
32.82299,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
32.88616,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
32.94033,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.00099,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.05455,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.10621,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.16211,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.21238,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.26453,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.31657,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.37347,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.42689,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.47804,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.52885,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.58123,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.63302,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.68414,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.73586,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.78722,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.83971,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.88988,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.94365,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
33.9939,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
34.04527,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
34.09582,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
34.14607,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
34.19675,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
34.24988,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
34.29994,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
34.35087,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
34.40207,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
34.45255,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
34.50267,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
34.56062,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
34.61106,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
34.66217,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
34.71257,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
34.76287,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
34.81336,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
34.86406,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
34.91547,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
34.96645,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
