Time, Pos.x, Pos.y, Pos.z, Rot.x, Rot.y, Rot.z
29.75799,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
29.81013,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
29.86334,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
29.91632,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
29.96918,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
30.02158,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
30.07271,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
30.12893,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
30.17908,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
30.22922,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
30.27978,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
30.33444,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
30.39121,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
30.44686,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
30.49699,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
30.55316,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
30.60924,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
30.66407,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
30.71933,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
30.77504,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
30.83067,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
30.88155,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
30.93276,-1.21,7.1,3.71,27.60011,1.44511E-06,337.269
30.98284,-0.93,7.7,4.02,27.60011,1.44511E-06,337.269
31.03495,0.06,9.79,5.12,27.60011,1.44511E-06,337.269
31.09122,0.61,10.95,5.72,27.60011,1.44511E-06,337.269
31.1441,0.64,11.01,5.75,27.60011,1.44511E-06,337.269
31.19526,0.64,11.01,5.75,27.60011,1.44511E-06,337.269
31.24588,0.64,11.01,5.75,27.60011,1.44511E-06,337.269
31.29831,0.64,11.01,5.75,27.60011,1.44511E-06,337.269
31.35138,0.64,11.01,5.75,27.60011,1.44511E-06,337.269
31.4056,0.64,11.01,5.75,27.60011,1.44511E-06,337.269
31.46197,0.64,11.01,5.75,27.60011,1.44511E-06,337.269
31.51757,0.64,11.01,5.75,27.60011,1.44511E-06,337.269
31.57369,0.64,11.01,5.75,27.60011,1.44511E-06,337.269
31.62976,0.77,11.29,5.9,27.60011,1.44511E-06,337.269
31.68698,1.16,12.11,6.33,27.60011,1.44511E-06,337.269
31.73825,1.37,12.56,6.57,27.60011,1.44511E-06,337.269
31.80205,1.51,12.86,6.72,27.60011,1.44511E-06,337.269
31.85635,1.67,13.19,6.9,27.60011,1.44511E-06,337.269
31.9096,1.74,13.33,6.97,27.60011,1.44511E-06,337.269
31.95979,1.75,13.36,6.98,27.60011,1.44511E-06,337.269
32.01197,1.75,13.36,6.98,27.60011,1.44511E-06,337.269
32.06691,1.75,13.36,6.98,27.60011,1.44511E-06,337.269
32.12608,1.8,13.47,7.04,27.60011,1.44511E-06,337.269
32.17992,1.85,13.58,7.1,27.60011,1.44511E-06,337.269
32.23293,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
32.2864,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
32.3387,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
32.39122,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
32.44401,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
32.4948,1.86,13.6,7.11,27.60011,1.44511E-06,337.269
